id,count
0,100.10841
1,231.96985
2,78.89404
4,109.674286
5,109.319496
10,140.42596
11,144.47816
12,211.27158
15,76.02555
17,43.22212
18,223.60822
23,218.14833
25,174.83054
26,88.44872
31,200.01549
39,190.1847
40,60.40849
41,147.7456
42,220.77956
43,186.97191
51,220.5892
52,69.68487
54,94.08987
60,174.58755
61,197.02072
62,158.52498
63,51.672688
65,146.35114
66,135.65222
68,188.78488
71,62.68689
80,95.879616
82,96.98077
94,195.59174
98,208.13565
101,88.700035
102,180.69925
107,116.453445
112,226.48961
113,82.16656
115,32.52666
116,171.68053
120,97.83858
121,79.24134
122,228.04533
132,174.82173
143,63.49222
147,88.39141
150,73.04499
151,76.06556
152,214.90164
153,100.541534
155,83.59938
156,119.96366
159,204.99394
161,94.83271
163,92.60478
177,183.16878
186,90.877464
188,74.44661
190,88.929565
191,98.618614
192,179.72021
195,216.52083
200,182.30843
209,214.50027
210,75.29282
211,235.79355
214,175.94312
215,95.96769
218,157.62509
219,51.531967
222,108.24721
225,67.26966
228,231.43613
236,215.52817
241,86.35945
242,187.107
243,228.76508
245,81.54023
247,219.3547
251,196.54095
252,91.80968
253,76.071686
254,80.743034
258,212.72296
260,72.034996
261,187.46484
265,77.065155
266,208.50116
267,200.60834
269,176.44315
270,91.98877
275,155.88377
278,89.84752
279,61.383617
286,116.47114
287,73.545334
288,206.43376
289,180.59583
293,91.21376
294,183.99667
297,0.93169546
302,116.84476
303,75.78701
304,114.6634
307,148.09453
309,71.362175
311,211.06573
312,143.77228
314,212.88138
315,221.73322
319,193.74135
322,165.44946
323,77.41833
325,193.18033
327,208.0778
330,71.03139
332,207.72949
333,88.717896
338,166.29921
341,85.10323
345,153.88712
348,160.75668
349,106.16595
350,133.61455
352,55.623314
355,53.907726
356,189.53967
358,74.99902
363,183.91943
369,199.2345
371,74.21766
372,202.84116
375,223.17102
380,194.95691
388,91.92403
391,199.16933
392,186.92252
393,220.94554
394,96.57285
396,70.83454
401,67.183304
407,53.06795
409,95.08592
410,142.80731
416,118.32407
418,131.75064
420,200.38802
421,214.8333
422,199.13084
424,226.79709
428,197.28462
429,215.84709
431,171.46236
435,25.130423
439,120.20272
441,62.494762
447,85.99039
449,202.13731
451,210.158
452,91.08682
454,178.5858
458,214.91449
463,185.42792
467,80.89957
470,143.537
471,164.08762
474,213.0404
478,101.41892
483,114.148834
484,167.00122
485,91.6129
486,178.91061
491,135.14975
494,107.70715
495,192.25212
497,185.68394
499,217.35095
515,147.97348
518,189.46199
521,109.700134
525,209.6204
529,205.81256
532,180.47372
534,74.00389
540,86.63963
544,227.89194
547,194.48366
549,100.57089
563,66.91245
564,210.64052
567,120.21584
572,166.7159
577,184.5495
578,227.672
585,214.41187
588,206.42046
589,181.00261
590,143.04099
592,89.345985
594,144.72012
596,81.582985
598,211.87314
599,190.12178
605,92.12139
606,166.99168
607,196.86075
608,197.80948
609,83.89789
610,203.40132
611,111.4237
614,183.0098
615,178.93098
616,200.31314
617,166.31406
618,191.69566
624,123.64437
629,196.02365
631,108.59001
633,97.76655
637,86.53916
638,156.33823
643,50.86848
644,179.07655
645,74.95516
646,177.98154
648,170.58006
650,84.07694
651,109.323906
652,225.39732
656,163.66763
657,103.43556
659,81.31736
660,172.82947
662,156.64006
665,216.57333
675,229.54143
681,168.29666
682,189.49727
685,75.06428
686,209.4188
689,81.2395
696,170.25732
703,187.23442
704,132.58147
705,163.63774
714,190.71643
717,82.79905
718,92.69333
720,86.14437
721,224.47215
723,199.2853
726,104.072716
728,191.94931
730,110.804054
731,92.83025
734,230.95154
737,67.26494
738,86.00881
745,212.69861
746,88.0778
749,187.50775
752,77.84709
753,91.12643
758,193.0329
765,98.81507
766,208.1842
768,78.52471
769,209.15768
774,187.09393
775,128.71335
781,67.43388
784,211.28055
794,115.470474
795,222.10394
796,83.58864
802,140.37875
803,115.84035
805,75.09548
806,217.53708
807,141.51608
809,63.904858
810,205.40733
812,98.52356
814,119.7015
818,198.0528
819,222.03447
825,5.0396748
836,98.829735
839,173.66005
847,216.80164
848,95.664085
851,187.88898
852,182.88962
853,60.227722
857,192.65793
858,104.886154
859,196.12286
861,14.560862
867,156.10649
870,182.47534
871,210.01906
872,233.58698
874,234.30804
881,221.03903
886,176.55737
890,64.60013
895,186.25935
899,85.06479
900,206.64465
901,215.37582
902,208.73183
903,94.40497
913,221.73586
918,215.52742
923,168.29453
924,77.96525
926,70.22068
927,87.06414
930,182.24043
934,61.01468
937,177.9284
939,147.57748
941,100.01703
942,230.74149
946,204.6215
950,139.16481
953,83.44214
959,62.06026
961,57.2468
962,98.7569
964,108.95483
969,172.48276
971,167.09009
976,77.888855
978,199.70467
980,207.74506
981,182.672
990,222.65152
993,76.559364
996,88.35224
998,221.93419
999,199.54643
1006,170.77351
1008,87.27962
1013,89.13447
1015,130.77571
1016,174.99078
1022,214.51663
1026,192.12411
1028,219.51598
1031,41.47096
1034,83.618324
1037,211.51721
1040,106.48711
1042,84.14673
1046,114.38845
1048,130.47462
1049,165.01175
1050,86.48534
1051,207.45905
1052,206.43764
1055,110.176384
1060,177.98595
1064,114.157074
1066,76.00689
1071,177.39972
1073,84.66021
1089,201.4271
1091,134.9762
1092,74.62835
1093,209.75482
1096,211.68634
1097,184.94196
1098,69.76065
1099,85.515205
1102,221.47168
1107,98.608215
1109,94.56128
1111,60.29195
1112,156.20244
1114,237.78522
1116,211.08789
1117,178.33249
1118,86.98786
1122,182.42569
1124,193.16493
1127,114.09448
1133,209.29013
1134,78.9767
1135,167.33908
1139,212.01541
1143,77.23635
1150,103.95713
1151,146.17929
1153,213.54807
1155,81.439186
1162,78.51837
1163,183.47935
1166,19.822771
1171,92.24553
1172,69.82376
1173,214.07996
1174,106.006294
1177,127.9116
1178,127.47582
1184,103.88692
1185,154.36386
1186,104.52194
1187,209.272
1188,223.5943
1191,187.81262
1207,138.86241
1213,101.026855
1215,186.76624
1223,212.90811
1227,156.25597
1236,73.26672
1237,56.203297
1238,111.90784
1241,67.68183
1248,89.92092
1250,72.04404
1251,201.75243
1253,116.14579
1255,142.79716
1257,213.97649
1261,123.32856
1262,214.67224
1265,169.28989
1273,215.81566
1277,197.46158
1278,147.70932
1280,105.51601
1284,171.33301
1285,228.63864
1288,102.90639
1295,146.50046
1297,234.74704
1299,216.12492
1304,180.30392
1308,83.19888
1310,135.25497
1311,160.2501
1314,99.37437
1315,146.10019
1318,39.665005
1320,234.55258
1321,210.83919
1322,183.10089
1330,174.39098
1333,197.85925
1334,177.24449
1341,184.46478
1344,155.61682
1351,196.40134
1354,85.42976
1356,86.90728
1363,161.74277
1365,193.04285
1369,169.93857
1373,119.225204
1375,161.2518
1377,67.47739
1379,197.06357
1380,208.7266
1381,118.06657
1384,179.47159
1390,201.15274
1393,205.84897
1395,72.96873
1399,208.20511
1400,98.85539
1401,119.11569
1404,203.0188
1408,84.24103
1409,33.971386
1413,183.69113
1416,202.30855
1418,131.32425
1423,96.54562
1424,70.08753
1425,73.152855
1433,227.30966
1434,179.9
1436,215.0404
1442,201.12277
1444,73.190285
1445,173.73613
1452,199.73938
1455,199.08061
1462,94.1519
1467,39.675404
1472,97.94178
1475,119.894844
1493,160.25256
1501,190.88356
1503,210.60463
1504,220.64719
1505,63.839577
1511,219.90573
1512,70.403984
1513,159.2272
1514,111.073296
1528,211.04004
1533,231.65659
1534,71.560135
1536,185.26216
1537,76.926125
1539,139.48209
1550,188.37994
1552,182.94728
1554,201.29094
1555,218.16199
1556,75.81943
1559,69.21734
1563,205.97583
1566,202.41383
1567,136.68428
1568,81.65688
1571,193.05954
1572,74.381035
1574,64.5013
1577,97.53185
1583,84.65336
1585,98.7455
1586,192.51585
1587,206.2966
1596,184.96248
1602,77.812675
1604,96.654854
1605,63.923565
1610,221.78001
1611,135.3419
1616,95.5042
1617,154.17389
1618,75.60204
1622,69.57392
1623,60.23701
1628,218.35031
1631,56.74928
1632,209.41881
1633,195.79356
1634,210.10379
1636,206.20074
1637,172.15611
1643,101.57123
1644,154.84561
1646,119.69819
1648,196.19234
1651,96.779335
1656,75.54295
1658,160.23515
1659,74.6826
1665,103.0421
1666,157.6688
1670,114.916306
1674,168.78824
1679,222.18959
1680,216.07132
1683,229.37997
1686,68.626656
1691,146.37616
1693,70.08986
1696,92.82783
1697,133.26907
1703,97.56713
1706,66.9375
1709,192.57346
1710,95.096794
1712,195.60526
1713,171.24535
1718,220.91385
1719,201.9927
1722,215.0602
1723,167.45158
1724,222.18536
1728,60.781357
1730,99.21866
1732,71.36295
1737,49.547943
1745,65.87143
1747,90.33318
1748,91.61718
1755,134.62419
1759,95.508644
1761,206.39664
1764,182.81847
1765,195.16216
1766,62.51546
1768,80.03574
1770,89.86886
1771,174.80252
1774,119.64277
1785,183.10007
1788,225.01398
1792,85.775665
1794,189.6025
1797,154.52657
1798,55.133427
1799,231.11145
1802,143.54872
1806,80.37943
1808,93.11826
1810,210.47125
1818,44.03931
1819,228.48013
1820,226.8663
1822,193.01024
1826,213.51486
1827,176.52089
1835,95.57112
1841,140.33661
1842,129.05615
1843,113.10289
1846,67.20689
1849,67.37325
1850,226.56012
1851,130.60887
1857,74.726685
1858,172.40924
1860,125.067986
1861,200.63983
1864,96.33496
1869,213.4349
1871,107.18341
1872,33.253998
1875,72.553734
1878,233.09445
1879,206.30977
1885,58.22426
1888,116.56797
1889,56.793705
1890,142.05592
1896,151.24098
1897,221.67892
1898,171.11911
1900,105.32514
1905,85.34763
1908,102.63544
1909,155.2531
1913,96.61569
1918,130.93364
1922,237.5542
1923,176.01299
1925,205.94733
1926,153.3566
1927,217.16763
1930,194.22487
1935,88.37436
1939,121.75557
1942,132.4809
1943,178.4007
1948,234.6513
1949,201.20087
1951,145.23378
1953,147.71188
1959,187.27846
1963,81.22718
1967,171.11375
1973,194.71375
1975,95.97212
1976,57.074406
1990,145.93474
1993,141.50117
1997,86.62676
1999,176.0473
2001,191.98367
2004,73.623116
2010,137.70578
2013,178.17946
2017,223.36804
2021,120.93242
2023,80.35206
2026,199.83432
2037,75.98023
2039,97.146065
2041,72.4296
2046,74.08378
2050,97.95389
2060,196.71295
2067,145.44025
2069,184.00793
2072,205.21744
2074,193.48679
2079,151.15135
2083,83.200485
2085,102.83024
2087,65.58499
2093,179.47803
2094,86.75745
2097,91.766045
2103,114.4237
2104,73.47727
2107,222.1257
2108,53.546673
2110,47.686096
2115,210.25189
2117,78.86991
2125,215.83446
2127,232.9942
2133,62.692158
2134,234.08621
2135,147.86057
2141,212.37402
2143,78.341805
2145,65.102005
2146,110.901535
2147,196.05719
2148,101.589165
2149,63.63808
2165,132.86
2166,187.95158
2177,115.10234
