id,count
0,99.955284
1,231.98257
2,82.181046
4,107.77995
5,113.26207
10,133.72342
11,140.20908
12,216.33627
15,78.51318
17,46.36067
18,220.90125
23,215.52562
25,181.07285
26,88.34138
31,197.35052
39,193.22766
40,61.29243
41,147.4208
42,221.20929
43,181.98685
51,218.46777
52,70.77742
54,92.987
60,171.12868
61,201.45468
62,157.51234
63,49.60505
65,139.32074
66,131.53268
68,193.8186
71,62.215664
80,96.135414
82,89.20977
94,193.70985
98,203.87039
101,93.81415
102,177.63837
107,113.354546
112,231.22844
113,88.222626
115,33.42338
116,166.7267
120,89.55145
121,85.248215
122,225.2832
132,171.97365
143,64.75415
147,86.640854
150,75.04056
151,74.18325
152,212.20648
153,94.09997
155,87.614334
156,113.03327
159,202.48843
161,86.200714
163,84.04784
177,178.25368
186,90.650986
188,64.90564
190,81.047195
191,98.294426
192,183.643
195,217.22813
200,181.09622
209,211.49811
210,80.8584
211,241.19998
214,177.1064
215,95.14935
218,160.42694
219,52.994274
222,100.318306
225,67.06508
228,229.37106
236,212.26645
241,78.19131
242,184.55008
243,226.51926
245,74.11841
247,216.45438
251,198.82153
252,83.50124
253,79.88948
254,83.00392
258,208.57362
260,65.76399
261,189.73903
265,68.64891
266,206.36041
267,206.9625
269,172.22629
270,82.59621
275,158.08725
278,85.36886
279,62.479557
286,110.730606
287,64.29071
288,202.03156
289,178.64801
293,82.88479
294,187.77408
297,-0.047958404
302,122.57357
303,80.08351
304,118.167816
307,145.768
309,71.892914
311,209.93213
312,147.5574
314,211.26335
315,219.15274
319,189.74449
322,160.87645
323,67.68118
325,199.01541
327,206.14041
330,68.8874
332,205.26825
333,80.5482
338,165.00165
341,88.44
345,154.94415
348,157.0022
349,98.79228
350,127.02144
352,53.50949
355,53.67432
356,189.58318
358,79.37732
363,182.79428
369,198.07692
371,76.06066
372,206.34035
375,220.84663
380,200.67508
388,83.10731
391,198.34149
392,190.15569
393,218.56496
394,98.60269
396,65.343765
401,67.87423
407,44.12973
409,85.5622
410,143.11552
416,121.897995
418,125.4353
420,197.01147
421,219.20212
422,198.86157
424,223.82779
428,202.89035
429,222.02835
431,175.23624
435,27.151548
439,112.82844
441,65.81508
447,86.565
449,208.4891
451,212.00848
452,88.80884
454,183.52333
458,220.53511
463,184.04999
467,85.38071
470,144.56346
471,159.36209
474,210.31354
478,98.74881
483,116.0419
484,170.46426
485,84.17318
486,178.72623
491,141.41777
494,111.289375
495,198.55835
497,187.18939
499,221.9007
515,147.08794
518,185.62677
521,101.960335
525,209.70413
529,202.29092
532,177.4161
534,68.70732
540,77.78421
544,225.94806
547,190.34952
549,90.81575
563,67.829575
564,210.65143
567,125.578766
572,172.24223
577,190.17627
578,225.26962
585,218.05148
588,211.36192
589,187.5689
590,137.12392
592,94.0182
594,143.81078
596,82.21649
598,218.30663
599,187.14764
605,90.4332
606,166.75073
607,200.27359
608,193.85797
609,73.96745
610,199.86803
611,107.95985
614,181.2323
615,175.37149
616,199.00844
617,163.87729
618,194.3197
624,126.67497
629,193.03424
631,101.2431
633,101.933304
637,83.273926
638,161.08322
643,42.181545
644,176.87527
645,72.697586
646,179.78899
648,166.54736
650,76.29501
651,112.04428
652,222.46155
656,162.54765
657,101.24806
659,84.15827
660,176.32364
662,154.85873
665,213.73863
675,227.86688
681,163.59422
682,187.12793
685,65.83175
686,205.73615
689,79.63284
696,163.93906
703,189.57257
704,137.94948
705,161.47253
714,186.4433
717,83.38083
718,96.86368
720,77.47897
721,224.49777
723,194.7739
726,109.333725
728,197.99524
730,111.38369
731,89.00714
734,228.9219
737,65.90323
738,77.19171
745,219.31421
746,91.849304
749,183.93922
752,80.182755
753,96.336655
758,188.62245
765,103.804214
766,211.72162
768,76.461105
769,205.92679
774,184.30809
775,121.741325
781,71.52608
784,209.25471
794,109.37634
795,218.09105
796,79.68022
802,143.77219
803,110.02312
805,77.6575
806,214.0349
807,143.28076
809,64.48726
810,203.82153
812,101.51198
814,121.96422
818,194.14542
819,223.05696
825,4.3370733
836,106.0238
839,174.21007
847,213.71082
848,97.26822
851,193.52545
852,178.77249
853,61.84554
857,188.04532
858,100.47635
859,194.89899
861,15.601593
867,158.47507
870,187.40726
871,206.38126
872,233.55722
874,233.50583
881,218.3713
886,171.29745
890,62.19685
895,181.97252
899,80.38592
900,203.36621
901,210.46602
902,206.43718
903,86.816765
913,218.47903
918,212.51457
923,165.30228
924,74.31141
926,63.542282
927,78.28843
930,186.26141
934,61.40633
937,178.9128
939,145.51492
941,91.82732
942,228.85449
946,207.81863
